index,commentaires
2,"The hotel is perfectly located, close to many metro stations, 15mins walk from Eiffel tower, but not in a too touristic area. The room was clean, stylish and well equipped, the shower was huge. Nice touches like bathrobes and Nuxe toiletries  All in all, we loved our stay and will be coming back!"
2,"Beautiful room in a excellent location, clean , beautiful decor"
2,The hotel is beautiful and it's located in such a lovely non-touristy neighborhood of Paris. Communication prior to my arrival was excellent and I highly recommend staying here. Future guests should know that a credit card deposit is required at check-in.
2,"Excellent hotel in a great location. The hotel was exceptionally clean as a whole, and rooms were thoroughly cleaned daily. All staff were very friendly and all facilities/amenities were fantastic. Would definitely stay here again."
2,no thanks
2,Beautiful place! Check-in was a breeze.
2,"Highly recommend. Everything was perfect, great location, friendly staff, the breakfast was delicious. Special mention to the bed being super comfortable and the shower was to die for"
2,"Wonderful hotel! A bit odd that a hotel was on AirBnB and I had to provide ID and a credit card upon arrival (not typical for this service), but the overall stay was amazing. Very clean and perfectly comfortable after a long day of walking around Paris."
2,My stay was wonderful and room was clean and sufficient enough and didn't find any difficulty to reach. Arrangement was good.  Go and book. Will definitely suggest other people to book it.
2,"Where to start...
Beautiful, elegant, classy hotel in a great part of Paris, not too far from the Eiffel Tower with many restaurants close by. We received a very warm welcome by the receptionist who spoke perfect English. After checking in our details, we took the spacious lift to our floor - we were in Room 106 which faced out on the front (very quiet street). It was very well air-conditioned, with double-glazed windows if fresh air were required.

The room had statement, soft carpet and was furnished with beautiful contemporary rosewood cupboards which hid a mini-bar, a Nespresso coffee pod, a variety of Kusmi teas, a safe, cut glass tumblers, a proper hair dryer and a lighted wardrobe.

The bed was a Superking, with a real leather, duck egg blue headboard, beautiful velvety-soft sheets and wonderful pillows. The mattress also had a lovely mattress topper, so sliding into bed was fabulous.

In the corner of the room was a small circular table, with a chair and a solid rosewood stool.

Facing the bed was a huge wall-mounted Samsung TV.

The room lighting was excellent, with spots everywhere and tiny but powerful halogen pencil-shaped reading lights on each side of the bed.

The showerroom was fully tiled with a white suite, black and white tiled walls and floor, a large quadrant shower with a drench shower head and a separate body shower. There were towelling robes and slippers, Nuxe toiletries including shampoo, body wash, conditioner and body lotion. There was plenty of hot water. The toilet was a good ""flusher"".

We slept like logs in the beautiful bed after returning from dinner with our daughter and son-in-law.

Next morning, check-out was a very civilised 12 o'clock. This left time for the best breakfast we have had in Paris for a long time!

Breakfast was attractively presented on a buffet in the dining room. The hot choice included scrambled eggs, streaky bacon, sausages and boiled eggs. There was fresh fruit salad, organic yogurts in little glass jars, several cereals, freshly squeezed orange, pink grapefruit, pineapple and apple juices, divine croissants, plump pain au chocolate, olive-oil type baguettes, butter, honey, Nutella and various jams. There was also a toaster, sliced brioche, ordinary toasting bread, biscuits.

The cold selection included very tender Prosciutto ham, roast ham, chicken breast, Milano salami, Chèvre goat cheese, Cantal, cream cheese and a mild sliced cheese. 

There was a Nespresso coffee machine producing wonderful coffees, Kusmi teas, chocolate, water, milk.

Is your mouth watering yet?

The staff are lovely - nothing is too much trouble - someone came immediately to our room after we rang to say our TV remote was dead. Breakfast staff are friendly and helpful and do not hurry you to eat up and move on.

There is a wonderful lounge on the ground floor with a proper fireplace, multi-language newspapers, magazines and an honesty bar with a good selection of drinks. In the basement is a swimming pool, gym, hamman and sauna, although we had no time to visit these facilities.

All in all - an exceptional hotel in the heart of Paris. I can't wait to stay again!"
2,Our stay was great! The hotel is beautiful and the staff was very friendly. We did have to wait a bit until the room was ready but the staff was very accommodating and helpful. Beautiful location and place to stay.
2,"Lovely stylish hotel in perfect location to central Paris. Staff were warm, friendly and really helpful. Great breakfast every morning.  Fantastic pool/ gym facilities. We’d definitely love to stay again at Hotel Blomet the next time we are in Paris!"
2,"El hotel súper cómodo, bonito y súper limpio, la ubicación no es la mejor pero no está mal, el personal súper amable siempre, definitivamente me volvería a hospedar ahí"
2,Nice hotel with wonderful breakfast
2,Located on a quiet side street but only 15min away from the Eiffel Tower and 25min away from all other main attractions. If you choose there is a yummy buffet breakfast available for each morning. (Best to get there early) but all together it is a very nice and clean Stylish Hotel. Would recommend to anyone wanting to stay in Paris.
2,Great room and amenities in a nice area of Paris.
2,"Lovely hotel in a great neighbourhood. Leah was wonderful for our check-in, and all of the staff were helpful with suggestions. The room was great and had everything you could need. I will definitely stay here again!"
2,Super
2,We loved our stay. Very nice boutique hotel in a lovely neighbourhood. The pool was amazing! 20min walk to the Eiffel Tower. Excellent restaurants to choose from nearby.
2,"We loved our hotel! The rooms were super chic, everyone was really friendly, and the location is great. Lots of things to walk to, as well as a metro close by for those things that are slightly farther away. The neighbourhood is also really charming! We definitely will be back!"
2,"This is a complete and utter gem of a place - a real find. The building is an Art Deco delight and the interiors pay homage to that (including the best black and white tiled bathrooms). It is clean (incredibly so), central, great value (it even has a pool) and the staff are super-friendly and helpful. Highly recommend. I’ll definitely be going back."
2,Very clean hotel! Pool/spa facilities were awesome. Would highly recommend.
2,"Great place, I do recommend it!"
2,"Great place to stay! Very modern, spacious, and comfortable. Great location, within walking distance of the Eiffel Tower. Lovely quite area with lots of charm. Highly recommend!"
2,Great place to stay!! Really close to the metro and a few essential markets!
2,"Totally recommend for a short stay in Paris without the hustle and bustle of the tourist areas. Closely located to Metro stations up the street and the Eiffel Tower is about 25 min walk away 

Stylish hotel with great amenities, buffet breakfast was a great surprise. As with most of Paris, don’t expect a lot of space in the room!"
2,"Great , but this is a lovely hotel ,which we did nt realize while booking ."
2,"The good: clean, modern hotel with beautiful rooms and strong showers. Very accommodating staff that spoke multiple languages.

The bad: This is a hotel advertising via the Airbnb platform. They require you pay a deposit onsite with a credit card, provide an email, and provide an ID. While typical requirements for a hotel, these requirements break the most important part of the Airbnb experience: not having to provide your ID/CC information to an unknown person in a foreign country.

Also there is no early check in and our room wasn't available at the check in time (3PM), we had to wait about 20 minutes for it to be cleaned."
2,Loved Camille’s place! Def recommend it!
2,Amazing location. Beautiful hotel. Everything we expected and more!
2,"Wonderful boutique hotel. The size of the room was reasonable (perhaps good by Paris standards). It felt luxurious and stylish. The room had a nice coffee machine and breakfast was included, which was a good spread of cereals, pastries, fruits, and a few hot items.

The swimming pool and spa area were just great, we used them everyday. The pool was a lovely temperature and had a few nice jets/jacuzzi areas."
2,This space was perfect for us! Nice boutique hotel in a very safe and pretty part of Paris. Would highly recommend and would definitely stay here again on my next trip to Paris. We felt very lucky to have such a nice stay and the room is great value. Really enjoyed the breakfast too. Thank you for having us!’
2,Clean hotel
2,It was good
2,"Very clean and swank place, close to metro (line 12), comfortable and relaxing stay"
2,Very nice hotel. The spa an pool are amazing. Very nice location with lots af things to do nearby.
2,"Awesome place! Breakfast was AMAZING GOOD! Very sweet employees and good communication. They made us feel welcomed and answered all our question. Walking distance  to the Eiffel Tower, but somewhat of a drive/walk/boat ride, to the rest of the attractions (Notre Dame, The Louvre, Pantheon, etc).  
Overall a good place to stay quite location and small restaurants near by."
2,We really liked this place! Much better than expected. If we ever come back to Paris we would choose this place again for sure.
2,This hotel is very stylish. The rooms are perfect. There is a JBL speaker which you can connect to right next to the bed. Nespresso machine also in the room. The bathroom amenities were so nice! The breakfast was also delicious. The area is very nice and the room was quite. We would stay here again!
2,"A gem of a hotel a short walk from the Eiffel tower and well connected to public transportation to see the rest of Paris. Room is not very big but plenty of room for 2 to relax after a long day. Very comfortable bed, strong air conditioning, and perfectly maintained bathroom. The fact that the pool (small, but serviceable for some laps or a relaxing float), sauna (clean and hot!), and breakfast (a delicious spread of salumi, cheese, breads, pastries, eggs, jams, and more) are included is icing on the cake. It is a little far from the airport (both CDG and Orly), but still accessible by public transportation if you plan ahead."
2,Incredible value in Paris! Lovely decor and very clean. But the breakfast is the true surprise--it was delicious and perfect for a traveler setting out to explore the city.
2,The hotel was extremely nice. LOVED the breakfast and LOVED the location. We used (Hidden by Airbnb) maps to take the train (RER) from the airport to the location and it was perfect. close to the Eiffel Tower and in a great part of town. Would 100% go back.
2,"We really enjoyed our stay at the hotel! Very clean, stylish, modern. Loved the small balcony and small touches in the room such as dressing gowns and the coffee machine. The highlight of our stay was the free use of pool/steam room. Only slight let down was the quality of the breakfast."
2,"Outstanding small boutique hotel only a 2km walk to the Eiffel Tower.
The rooms are extremely serviceable, with the bed being super comfortable. The pool area is also a massive bonus. 
Highly recommend."
2,Stunning room- we got upgraded! Amazing pool and spa facilities. Delicious breakfast
2,My son and I thoroughly enjoyed staying at the boutique hotel during our visit to Paris. We enjoyed use of the pool and spa area after long days of sightseeing. The staff was very friendly and accommodating. The breakfast was superb. The rooms were comfortable and had chic decorations.
2,"Nice place to stay.
I loved the spa and gym...
Good breakfast!"
2,Very nice. Much better than we expected.
2,"Great place, beautiful location. Very friendly and helpful, very beautiful hotel."
2,"The place was great! In a nice location, clean and friendly"
2,"Great location surrounded by lots of restaurants and bars. Beautiful hotel at less than half the price normally charged. Facilities were amazing. The pool, sauna (dry and steam) were awesome."
2,The room was great. Exactly as pictured. Hotel had a cute pool and was in good location.
2,"Prachtig gerenoveerd hotel, waarbij de basic chambre vrij klein is maar helemaal compleet. Superluxe dat er een zwembad, turks stoombad en sauna bij zit en dat er op de hotelkamer badjassen en slipper beschikbaar zijn gesteld! Dit maakt Blomet uniek. Het hotel zit in een vriendelijke, parijse buurt met snelle verbindingen naar het centrum. Zeker een plek om naar terug te komen."
2,"I booked this for my girlfriend’s 30th birthday and she was over the moon.
The room was really nicely decorated, the toiletries were lovely and the bed was so comfortable. The best bit might be the indoor pool. It’s not huge but plenty big enough, warm and with brilliant Spa facilities. The complimentary robe and flip flops were a nice touch.
The staff on reception were very friendly and breakfast was good.
Thank you and hopefully see you again : )"
2,IT was super
2,"Great location, clean and friendly hotel"
2,"Amazing amazing amazing! 10/10. Fantastic value for money. Highly recommended. Felt like luxury throughout. Amazing spa/pool/gym area. We plan to come back soon! Local area is amazing and very close to Eiffel Tower. Uber very cheap to get around to main sites from hotel. Worth every penny, thank you for a fantastic stay!"
2,Beautiful place to stay and location. Camille’s hospitality was great also !
3,Personnelle très serviable
3,Je conseille 
3,Très bel hôtel et personnel très sympathique
3,Un établissement génial et hors du temp!
3,"Un séjour de qualité, merci beaucoup !"
3,"Hôtel avec une déco que j'ai grandement apprécié et qui change des hôtels classiques, pour une même gamme de prix qui plus est. De plus, l'hôtel se trouve à une vingtaine de minute de beaucoup de lieux touristiques"
3,"Superbe boutique hôtel. L emplacement au calme et au cœur de Paris, l originalité des chambres + l accueil chaleureux en font un lieu unique. Une seule envie y revenir !!!"
3,"Boutique hôtel très agréable : accueil, literie, propreté, calme. Tout est nickel  !!!"
3,"Hôtel et chambre vraiment magnifique, seul problème, les chambres ne sont pas très insonorisés"
3,"Seul bémol, la panne de l’ascenseur"
3,"Entrée, ascenseur qui sent la cigarette. Déçue de la chambre que je voyais super grande sur les photos mais enfaite c’est tout petit. Alarme incendie déclenchée dans la nuit dans le bâtiment, personne ne prévient de ce qui passe.."
3,Très  bon accueil  et disponibilité  du personnel  a refaire
3,"Une hôte réactive ! 
Une équipe accueillante et souriante sur place ! 
Une décoration conforme aux photos et aussi à nos attentes ! 
Un lounge bar en auto gestion à la décoration époustouflante ! 
Merci à Tidiane et Manon, pour leur sourire , leur gentillesse ainsi que leur professionnalisme ! 
Nous n’ oublierons pas !"
3,Très bel hôtel et très bon emplacement. Personnel sympathique. Dommage que l’hôte Sandra ne soit pas réactive aux messages.
3,Très bel hôtel décoré avec beaucoup de goût. On nous a conseillé un très bon restaurant pour notre repas du soir !
3,Génial
3,In 1 woord te beschrijven GEWELDIG hotel. Super lief personeel je die graag willen helpen en de tijd nemen voor je vragen. Super mooie en ruime kamers ! Ons nieuwe vast verblijf als we we weer terug gaan naar Parijs
3,Nicely decorated hotel although check other websites as paid a lot more than I’ve seen it advertised. Great location though
4,pas de commentaire
5,pas de commentaire
6,pas de commentaire
7,Chambre superbe  pour passer une magnifique soirée . Jacuzzi exceptionnel avec led et Bluetooth. Franchement rien a dire je reviendrais c’est sur . Et un grand merci à Laurent qui très réactive . Il est venu à 23h car on arriver pas à régler le jacuzzi encore merci . Je recommande a 100%
7,Magnifique je recommande fortement. Accueil nickel. Famille super cool 
7,Une excellente expérience de détente
7,"Super endroit, les hôtes sont très accueillants, la chambre est moderne et décorée avec goût. Le jacuzzi est un vrai bonus et le prix est très attractif 
En un seul mot : Foncez !!!
Vous ne serez pas déçu"
